,n_words,multiplicative_coeff,k,b
282,247,3.6842105263157894,0.7154174768032828,8.049512798607617
283,321,3.6842105263157894,0.7320339763752277,8.039033004409665
284,394,3.6842105263157894,0.6625130601799815,8.080833380952624
285,468,3.6842105263157894,0.7652609726370183,8.029517557625926
286,542,3.6842105263157894,0.7762695543217678,8.034788387834881
287,615,3.6842105263157894,0.7885761605778123,8.028046091316112
288,689,3.6842105263157894,0.8176061061413535,8.01445224958507
289,763,3.6842105263157894,0.7940314757059133,8.018140026232185
290,836,3.6842105263157894,0.8242085426234134,8.003231259091033
291,910,3.6842105263157894,0.8099199818551585,8.017212301459892
292,984,3.6842105263157894,0.7829715649311831,8.038947803873638
293,1057,3.6842105263157894,0.7744258572721615,8.030178214755056
294,1131,3.6842105263157894,0.7929788427869144,8.01971588396657
295,1205,3.6842105263157894,0.7448716562244615,8.049749364717847
296,1278,3.6842105263157894,0.7554267914866556,8.046323685269826
297,1352,3.6842105263157894,0.7538592229048885,8.053591839717345
298,1426,3.6842105263157894,0.7061444886876941,8.07805805892569
299,1500,3.6842105263157894,0.7419409877330712,8.052827121600245
300,100,3.9473684210526314,0.5532389296345985,8.098063911745827
301,173,3.9473684210526314,0.5707810103135099,8.091557571528085
302,247,3.9473684210526314,0.7211550028993393,8.04664914795123
303,321,3.9473684210526314,0.7251580043348046,8.043489050640309
304,394,3.9473684210526314,0.6593078356959442,8.081653016777155
305,468,3.9473684210526314,0.7521620878128963,8.035159403564505
306,542,3.9473684210526314,0.7641760323700901,8.041298614248234
307,615,3.9473684210526314,0.7753358505833581,8.032458277074914
308,689,3.9473684210526314,0.8115017517882415,8.017770193054387
309,763,3.9473684210526314,0.7844483099226732,8.02370933587982
310,836,3.9473684210526314,0.8032148126719507,8.015209415755415
311,910,3.9473684210526314,0.7920015733553953,8.025609893709639
312,984,3.9473684210526314,0.7912903730644197,8.03331354126344
313,1057,3.9473684210526314,0.7741009259579056,8.029189781870382
314,1131,3.9473684210526314,0.7938679700413265,8.020269195666858
315,1205,3.9473684210526314,0.7465246276253141,8.047947233316695
316,1278,3.9473684210526314,0.7634649232292688,8.038528160089912
317,1352,3.9473684210526314,0.75552686572302,8.052627097108308
318,1426,3.9473684210526314,0.7157435336669542,8.07335385458445
319,1500,3.9473684210526314,0.7378981599944745,8.05267835924143
320,100,4.2105263157894735,0.5494803039912918,8.09941988066943
321,173,4.2105263157894735,0.5755608534403369,8.087932421105965
322,247,4.2105263157894735,0.6968799346975961,8.059414872339925
323,321,4.2105263157894735,0.7203781294170852,8.043422357477013
324,394,4.2105263157894735,0.6576856327376905,8.077006027898086
325,468,4.2105263157894735,0.7486912038707414,8.0341488969184
326,542,4.2105263157894735,0.7570805019700246,8.04242293544983
327,615,4.2105263157894735,0.7745449631875886,8.032473731557575
328,689,4.2105263157894735,0.8053020676100973,8.019585211025191
329,763,4.2105263157894735,0.783016952241124,8.020657315014214
330,836,4.2105263157894735,0.8069443435874977,8.00884808069391
331,910,4.2105263157894735,0.7876305311388154,8.027823420119821
332,984,4.2105263157894735,0.751274442927048,8.050268579004584
333,1057,4.2105263157894735,0.764064220949692,8.031248220041604
334,1131,4.2105263157894735,0.7693920095568108,8.030459614329065
335,1205,4.2105263157894735,0.7397538291488656,8.05080020905868
336,1278,4.2105263157894735,0.7468870639337467,8.046479347603357
337,1352,4.2105263157894735,0.7232883434999446,8.0617289306863
338,1426,4.2105263157894735,0.6764205579262121,8.088473208358359
339,1500,4.2105263157894735,0.7167142884477846,8.060201135723725
340,100,4.473684210526316,0.5437344007577369,8.101711545495206
341,173,4.473684210526316,0.5692149527580921,8.091187574497884
342,247,4.473684210526316,0.6869400648110482,8.063010165629771
343,321,4.473684210526316,0.7125733521371718,8.046480363779281
344,394,4.473684210526316,0.6510300606255298,8.081957079932044
345,468,4.473684210526316,0.7409246440983067,8.03816127710028
346,542,4.473684210526316,0.7574239957135036,8.042030086491755
347,615,4.473684210526316,0.7622444342485346,8.039009077739916
348,689,4.473684210526316,0.7962444389479978,8.02374739389344
349,763,4.473684210526316,0.7735487864988795,8.025422024136622
350,836,4.473684210526316,0.792753354835857,8.014537360675043
351,910,4.473684210526316,0.7774674320611532,8.031150205705481
352,984,4.473684210526316,0.7579056741862036,8.049231705486616
353,1057,4.473684210526316,0.7516804572554117,8.035899615051322
354,1131,4.473684210526316,0.7667156069870783,8.031762989671456
355,1205,4.473684210526316,0.7320391248611872,8.05255991183265
356,1278,4.473684210526316,0.7386035611519739,8.048869276260007
357,1352,4.473684210526316,0.7230783417842551,8.063170207671178
358,1426,4.473684210526316,0.6759149333776078,8.089938503852618
359,1500,4.473684210526316,0.7143730332242533,8.061972666439218
360,100,4.7368421052631575,0.5402749821176418,8.1019047542665
361,173,4.7368421052631575,0.5644289444353052,8.091926593300775
362,247,4.7368421052631575,0.6870321251031758,8.061037914407665
363,321,4.7368421052631575,0.713415156578922,8.046006335882153
364,394,4.7368421052631575,0.6513047891133407,8.082110511165109
365,468,4.7368421052631575,0.7390148291603343,8.039406945942327
366,542,4.7368421052631575,0.7440096229937497,8.048751945777468
367,615,4.7368421052631575,0.7664884286572622,8.035900226660091
368,689,4.7368421052631575,0.7908183892494834,8.026148050276936
369,763,4.7368421052631575,0.7658408911323837,8.030068262825909
370,836,4.7368421052631575,0.7902231941299038,8.016995756587749
371,910,4.7368421052631575,0.7751994606908712,8.03157067718183
372,984,4.7368421052631575,0.7529437293093791,8.050716981100864
373,1057,4.7368421052631575,0.7522811602686814,8.038211310618543
374,1131,4.7368421052631575,0.7630680536053268,8.032413419615139
375,1205,4.7368421052631575,0.7246953294372037,8.058109675491995
376,1278,4.7368421052631575,0.7403544776581161,8.049395277908461
377,1352,4.7368421052631575,0.7292155446669236,8.063092846524333
378,1426,4.7368421052631575,0.6802468050198013,8.088076231898746
379,1500,4.7368421052631575,0.7166674868635801,8.06150802146033
380,100,5.0,0.5566503471292544,8.085095090591144
381,173,5.0,0.5892046191541332,8.070610008914182
382,247,5.0,0.6845117939402996,8.055450661101117
383,321,5.0,0.6954017607920813,8.060552527521144
384,394,5.0,0.699441025238452,8.065035604212978
385,468,5.0,0.6942050954751082,8.078385941297737
386,542,5.0,0.7159458802196806,8.061620628372784
387,615,5.0,0.7069429535182177,8.06532496403753
388,689,5.0,0.7540293068458342,8.020941233587257
389,763,5.0,0.7797528854672361,8.033592577488642
390,836,5.0,0.7677737132402863,8.040226869941424
391,910,5.0,0.7721358260477753,8.031485397045364
392,984,5.0,0.7190615478492207,8.057997040739915
393,1057,5.0,0.7327929527791999,8.036671709011664
394,1131,5.0,0.7610805135920315,8.04427164609378
395,1205,5.0,0.7482999532167581,8.05329184101138
396,1278,5.0,0.6952405747319254,8.06855573458544
397,1352,5.0,0.7339942211882713,8.067259830981353
398,1426,5.0,0.6906177014629092,8.077709704816316
399,1500,5.0,0.6811347475898769,8.076761544443622
